Category 7,"In Titus 1, which of the following does Paul use to describe the Cretians?",Always liars,Moderately dishonest,Troublesome,Questionable characters,Titus,Titus 1:12
Category 7,"In Titus 1, which of the following does Paul use to describe the Cretians?",Evil beasts,Hard workers,Dedicated Christians,True believers,Titus,Titus 1:12
Category 7,"In Titus 1, which of the following does Paul use to describe the Cretians?",Slow bellies,Fast bellies,Gossipers,Hard workers,Titus,Titus 1:12
Category 7,"In Titus, what did Paul say to do to those teaching things they shouldn’t?",Sharply rebuke them ,Kick them out,Warn them with love,Urge them to repent,Titus,Titus 1:13
Category 7,"In Titus, why does Paul specifically say to rebuke the unruly, deceivers, and vain talkers?",To make their faith sound,So they will repent,To hold them accountable,To make them love one another,Titus,Titus 1:13
Category 7,"In Titus, who or what does Paul say you shouldn’t pay attention to?",Jewish fables,The gospel of Jesus,The Ten Commandments,The apostles,Titus,Titus 1:14
Category 7,"In Titus, what does Paul say you shouldn’t pay attention to?",Commandments of men,Commandments of God,Words of Jesus,The sermons of the saints,Titus,Titus 1:14
Category 7,"In Titus, to whom does Paul say “all things are pure”?",The pure,The powerful,The wealthy,The churchgoer,Titus,Titus 1:15
Category 7,"In Titus, to whom does Paul say nothing is pure?",The unbelieving,The called,The chosen,The righteous,Titus,Titus 1:15
Category 7,"In Titus, to whom does Paul say nothing is pure?",The defiled,The pure,The Christian,The critic,Titus,Titus 1:15
Category 7,"In Titus, Paul said the deceivers and vain talkers profess they know God but do what in their actions?",Deny him ,Love him,Follow him,Elevate him,Titus,Titus 1:16
Category 7,"In Titus, which of these words does Paul use to describe the deceivers and vain talkers?",Abominable,Questionable,Dubious,Unlikable,Titus,Titus 1:16
Category 7,"In Titus, which of these words does Paul use to describe the deceivers and vain talkers?",Disobedient,Unqualified,Unlikable,Intelligent,Titus,Titus 1:16
Category 7,"In Titus, what kind of doctrine did Paul say to speak?",Sound doctrine,Doctrine of scribes,Doctrine of the Pharisees,Doctrine that pleases,Titus,Titus 2:1
Category 7,"In Titus, which of the following does Paul specifically say older men should be?",Sober,Aggressive,Pushy,Domineering,Titus,Titus 2:2
Category 7,"In Titus, which of the following does Paul specifically say older men should be?",Grave,Lighthearted,Rambunctious,Outgoing,Titus,Titus 2:2
Category 7,"In Titus, which of the following does Paul specifically say older men should be?",Temperate,Intemperate,Expressive,Conspicuous,Titus,Titus 2:2
Category 7,"In Titus, which of the following does Paul specifically say older men should be?",Sound in faith,Neophytes in faith,Versed in Jewish myths,Versed in laws of men,Titus,Titus 2:2
Category 7,"In Titus, which of the following does Paul specifically say older men should be?",Charitable,Uncharitable,Pleasant,Open to other doctrines,Titus,Titus 2:2
Category 7,"In Titus, which of the following does Paul specifically say older men should be?",Patient,Decisive,Aggressive,Outspoken,Titus,Titus 2:2
Category 7,"In Titus, which of the following does Paul say older women should do?",Act in a holy manner,Lead their husbands,Run the church,Be completely silent,Titus,Titus 2:3
Category 7,"In Titus, which of the following does Paul say older women should do?",Not to falsely accuse others,Judge younger women,Lead the worship,Be grandmothers,Titus,Titus 2:3
Category 7,"In Titus, which of the following does Paul say older women should do?",Not drink too much,Drink in private,Be good fundraisers,Never speak in church,Titus,Titus 2:3
Category 7,"In Titus, which of the following does Paul say older women should do?",Teach good things,Teach housework,Teach various doctrines,Follow the laws of men,Titus,Titus 2:3
Category 7,"In the Book of Titus, what did Paul say older women should teach younger women?",To be sober,To be disciplinarians,To be assertive,To be outspoken,Titus,Titus 2:4
Category 7,"In the Book of Titus, what did Paul say older women should teach younger women?",To love their husbands,To critique their husbands,To run their household,To be aggressive,Titus,Titus 2:4
Category 7,"In the Book of Titus, what did Paul say older women should teach younger women?",To love their children,To punish their children,To worship their children,To dominate the family,Titus,Titus 2:4
Category 7,"In the Book of Titus, what specifically did Paul say older women should teach younger women?",To be discreet,To be indiscreet,To be conspicuous,To be open minded,Titus,Titus 2:5
Category 7,"In the Book of Titus, what specifically did Paul say older women should teach younger women?",To be chaste,To be unchaste,To be critical,To be uncritical,Titus,Titus 2:5
Category 7,"In the Book of Titus, what specifically did Paul say older women should teach younger women?",To maintain their home,To be out and about,To judge the ungodly,To boss their household,Titus,Titus 2:5
Category 7,"In the Book of Titus, what specifically did Paul say older women should teach younger women?",To be good,To be smart,To be domineering,To be contentious,Titus,Titus 2:5
Category 7,"In the Book of Titus, what specifically did Paul say older women should teach younger women?",To obey their own husbands,To control their husbands,To direct their husbands,To run their household,Titus,Titus 2:5
Category 7,"In Titus, why did Paul say it was important for older women to teach younger women how to behave?",So God’s word wouldn’t be blasphemed,So young women would live longer,So young women would marry well,So young women would earn wealth,Titus,Titus 2:5
Category 7,Finish this verse in Titus: “Young men likewise exhort to be…”,Sober minded,Learners of the scrolls,Passionate in their faith,Not given in marriage,Titus,Titus 2:6
Category 7,"In Titus, what pattern did Paul say young men should show themselves in all things?",A pattern of good works,A pattern of discernment,A pattern of abstinence,A pattern of knowledge,Titus,Titus 2:7
Category 7,"In Titus, which of the following did Paul specifically say young men should show in doctrine?",Uncorruptness,Open mindedness ,Compromise,Closed mindedness,Titus,Titus 2:7
Category 7,"In Titus, which of two qualities did Paul specifically say young men should show?",Gravity and sincerity,Knowledge and authority,Assertiveness and strength,Aggressiveness and power,Titus,Titus 2:7
Category 7,"In Titus, Paul said young men should engage in “sound speech” that cannot be what?",Condemned,Repeated,Debated,Shouted down,Titus,Titus 2:8
Category 7,"In Titus, Paul said those who engaged in “sound speech” would stop even those who oppose them from doing this?",Saying evil about them,Winning the argument,Getting others to turn on them,From disliking them,Titus,Titus 2:8
Category 7,"In Titus, what does Paul tell servants to do?",Obey their master,Obey their urges,Correct their masters,Teach their masters,Titus,Titus 2:9
Category 7,"In Titus, how did Paul say servants should please their masters?",In all things,In some things,In legal matters only,In matters of the heart,Titus,Titus 2:9
Category 7,"In Titus, what did Paul say servants should not do to their masters?",Talk back to them,Support them,Exalt them,Trust them,Titus,Titus 2:9
Category 7,"In the Book of Titus, how does Paul say servants can help make the teaching of God attractive?",By not stealing,By strong argument,By comely appearance,By demanding respect,Titus,Titus 2:10
Category 7,"In Titus, what does Paul say brings salvation?",The grace of God,Reading the gospel,The Ten Commandments,The laws of Moses,Titus,Titus 2:11
Category 7,"In Titus, what does Paul specifically say to deny in order to “live soberly, righteously, and godly, in this present world”?",Ungodliness and worldly lusts,Greed and avarice,Money and power,Wealth and worldly Lust,Titus,Titus 2:12
Category 7,What does Paul refer to as the “blessed hope” in the book of Titus?,Return of Jesus,Pentecost,The gospel,The Law of Moses,Titus,Titus 2:13
Category 7,"Who is Paul speaking of in this verse: “Who gave himself for us, that he might redeem us from all iniquity, and purify unto himself a peculiar people, zealous of good works”?",Jesus,Abraham,God The Father,The Holy Ghost,Titus,Titus 2:14
Category 7,How did Paul describe himself in the first verse of Philemon?,A prisoner of Jesus Christ,A prisoner of the flesh,A man of sin,A messenger of Christ,Philemon,Philemon 1:1
Category 7,How does Paul describe Timothy in the first verse of Philemon?,Our brother,Our Servant,Our Friend,Our beloved,Philemon,Philemon 1:1
Category 7,To whom is the Book of Philemon addressed?,Philemon,The Asian Church,The elders in Galilee,Timothy,Philemon,Philemon 1:1
Category 7,How is Philemon addressed in the first chapter of the book that bears his name?,Dearly beloved,The saint,The elder,God’s slave,Philemon,Philemon 1:1
Category 7,How is Philemon addressed in the first chapter of the book that bears his name?,Fellow laborer,Fellow teacher,Fellow apostle,Fellow prisoner,Philemon,Philemon 1:1
Category 7,What is the first word of the Book of Philemon?,Paul ,Beloved,Christ,The,Philemon,Philemon 1:1
Category 7,To whom besides Philemon is the book that bears his name addressed?,Apphia,Theophilus,Diotrephes,Demetrius,Philemon,Philemon 1:2
Category 7,"In Philemon, what word does Paul use to describe fellow Christian Apphia?",Beloved,Dear friend,Fellow saint,Elder,Philemon,Philemon 1:2
Category 7,To whom besides Philemon is the book that bears his name addressed?,Archippus,Barnabas,Ananias,Theudas,Philemon,Philemon 1:2
Category 7,"In Philemon, how does Paul refer to fellow Christian Archippus?",Fellow soldier,Fellow teacher,Fellow apostle,Fellow prisoner,Philemon,Philemon 1:2
Category 7,What does Paul wish those to whom he writes in Philemon?,Grace,Wealth,Health,Power,Philemon,Philemon 1:3
Category 7,What does Paul wish those to whom he writes in Philemon?,Peace,Wealth,Health,Long life,Philemon,Philemon 1:3
Category 7,"In his letter to Philemon, how often does Paul say he mentions him in his prayers?",Always ,Frequently ,Never ,Sometimes,Philemon,Philemon 1:4
Category 7,What did Paul tell Philemon he heard about him regarding Jesus?,His love and faith for Jesus,His denial of Jesus,His lukewarm love of Jesus,His negative attitude to Jesus,Philemon,Philemon 1:5
Category 7,What did Paul tell Philemon he heard about him regarding the saints?,His love for the saints,His denial of the saints,His dislike of the saints,His ambivalence to the saints,Philemon,Philemon 1:5
Category 7,To whom did Paul write: “That the communication of thy faith may become effectual by the acknowledging of every good thing which is in you in Christ Jesus”?,Philemon,Timothy,Peter,Barnabas,Philemon,Philemon 1:6
Category 7,Which of the following did Paul specifically say he got from Philemon’s love?,Great joy,Much satisfaction,Great encouragement,Great consternation ,Philemon,Philemon 1:7
Category 7,Which of the following did Paul specifically say he got from Philemon’s love?,Consolation,Unease,Concern,Empathy,Philemon,Philemon 1:7
Category 7,Which of these names does Paul call Philemon?,Brother,Teacher,Friend,Enemy,Philemon,Philemon 1:7
Category 7,"Finish this verse in Philemon: “Wherefore, though I might be much bold in Christ to enjoin thee that which is…”",Convenient,Important,Special ,Godly,Philemon,Philemon 1:8
Category 7,How does Paul refer to himself in Philemon?,Paul the aged,Paul the apostle,Paul the elder,Paul the teacher,Philemon,Philemon 1:9
Category 7,Who does Paul refer to in Philemon as his son?,Onesimus,Timothy,Silas,Felix,Philemon,Philemon 1:10
Category 7,"In Philemon, where or when did Paul say he had “begotten” Onesimus, whom he called his son?",In his bonds,In the church,In his sickness,In the Lord ,Philemon,Philemon 1:10
Category 7,What word did Paul specifically use to describe Onesimus’s value to Philemon in the past?,Unprofitable,Prized,Profitable,Valuable,Philemon,Philemon 1:11
Category 7,"In the Book of Philemon, to whom did Paul say Onesimus was currently useful?",Paul and Philemon,Paul only ,Philemon only,The church and Philemon,Philemon,Philemon 1:11
Category 7,"In the Book of Philemon, whom does Paul ask Philemon to receive?",Onesimus,Paul,Peter,Timothy,Philemon,Philemon 1:12
Category 7,"In Philemon, who did Paul say he would have liked to keep with him as a helpmate?",Onesimus,Timothy,Philemon,Barnabas,Philemon,Philemon 1:13
Category 7,"In Philemon, whose place did Onesimus take by helping Paul when he was in chains for the gospel?",Philemon,Archippus,Barnabas,Ananias,Philemon,Philemon 1:13
